Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year,Ottawa_Dist,Toronto_Dist,Calgary_Dist
TOTTENHAM,ONTARIO,6118848,4521,,,44.03,-79.82,440200000,-794900000,250.9,1971,1979,,,1971.0,1979.0,1971.0,1979.0,360.5956226970298,48.768307189369594,2667.770610975859
TOTTENHAM PEARSON,ONTARIO,6118849,4522,,,44.02,-79.8,440100000,-794800000,259.1,1973,1978,,,1973.0,1978.0,1973.0,1978.0,359.6633834058345,46.87695006948265,2669.712343381095
ACTON BEARDMORE,ONTARIO,6150039,4849,,,43.63,-80.03,433800000,-800200000,320.0,1966,1967,,,1966.0,1967.0,1966.0,1967.0,396.9430934508179,49.81101991272944,2675.0231390959752
ALBION,ONTARIO,6150100,4850,,,43.93,-79.83,435600000,-795000000,274.3,1956,2000,,,1956.0,2000.0,1956.0,2000.0,366.41438605130855,41.727230724618515,2672.505151732885
ALBION FIELD CENTRE,ONTARIO,6150103,4851,,,43.92,-79.83,435500000,-795000000,281.9,1969,2001,,,1969.0,2001.0,1969.0,2001.0,366.93915157857043,41.058369475679946,2673.050409120689
ALLOA,ONTARIO,6150224,4853,,,43.72,-79.87,434300000,-795200000,262.1,1951,1954,,,1951.0,1954.0,1951.0,1954.0,380.72660156679666,36.33608748198948,2681.2269846435115
AURORA,ONTARIO,6150395,4855,,,43.95,-79.4,435700000,-792400000,270.1,1883,1919,,,1883.0,1919.0,1883.0,1919.0,335.17976564867513,27.82375820972243,2701.511680723308
AURORA MOE,ONTARIO,6150396,4856,,,44.02,-79.47,440100000,-792800000,259.1,1980,1984,,,1980.0,1984.0,1980.0,1984.0,336.2461539247401,35.781547276105954,2692.812532161291
AURORA PAYMENT,ONTARIO,6150397,4857,,,43.98,-79.47,435900000,-792800000,281.9,1971,1975,,,1971.0,1975.0,1971.0,1975.0,338.40026477296766,31.36933870798143,2694.981420873307
AURORA NE,ONTARIO,6150398,41803,,,44.02,-79.45,440100000,-792700000,260.0,2003,2009,,,2003.0,2009.0,2003.0,2006.0,334.83983343948574,35.6367503216885,2694.212756660701
BALLANTRAE,ONTARIO,6150460,4858,,,44.05,-79.3,440300000,-791800000,327.7,1979,1992,,,1979.0,1992.0,1979.0,1992.0,322.7063010864027,40.06661388702647,2703.0926751169236
BOLTON SPS,ONTARIO,6150825,4864,,,43.88,-79.73,435300000,-794400000,213.1,1978,1992,,,1978.0,1992.0,1978.0,1992.0,362.044372360441,31.977348703511154,2682.231544300368
BRADFORD,ONTARIO,6150857,4867,,,44.1,-79.5,440600000,-793000000,220.7,1951,1957,,,1951.0,1957.0,1951.0,1957.0,334.21022185965325,44.90644176893978,2686.389855102927
BRADFORD 2,ONTARIO,6150858,4868,,,44.12,-79.53,440700000,-793200000,221.0,1954,1958,,,1954.0,1958.0,1954.0,1958.0,335.3468751363069,47.495546365679,2683.2118789224105
BRADFORD HIGH SCHOOL,ONTARIO,6150860,4869,,,44.12,-79.5,440700000,-793000000,251.5,1960,1962,,,1960.0,1962.0,1960.0,1962.0,333.2020827094543,47.10677674509456,2685.3125497077654
BRADFORD MUCK RESEARCH,ONTARIO,6150863,4870,,,44.03,-79.6,440200000,-793600000,221.0,1974,1998,,,1974.0,1998.0,1974.0,1998.0,344.9057720894343,39.4180309227017,2683.1700577649362
BRADFORD OAC,ONTARIO,6150865,4871,,,44.1,-79.6,440600000,-793600000,243.8,1960,1966,,,1960.0,1966.0,1960.0,1966.0,341.3525922566848,46.737635075266496,2679.388099169841
BRADFORD ODA,ONTARIO,6150866,4872,,,44.12,-79.55,440700000,-793300000,221.0,1966,1968,,,1966.0,1968.0,1966.0,1967.0,336.77844174297354,47.82047988525444,2681.8114596437836
BRADFORD SPRINGDALE,ONTARIO,6150867,4873,,,44.03,-79.62,440200000,-793700000,221.0,1966,1982,,,1966.0,1982.0,1966.0,1981.0,346.32529341996076,40.0361505686001,2681.7699834453556
BRAMALEA,ONTARIO,6150898,4874,,,43.68,-79.72,434100000,-794300000,205.7,1967,1971,,,1967.0,1971.0,1967.0,1971.0,372.7771089031652,24.2886353688654,2693.9273194993784
BRAMPTON,ONTARIO,6150913,4875,,,43.7,-79.77,434200000,-794600000,221.0,1870,1964,,,1870.0,1964.0,1871.0,1964.0,375.0079081504338,28.213207808006196,2689.3249533725907
BRAMPTON AIRPORT,ONTARIO,6150914,6953,,,43.77,-79.88,434600000,-795300000,274.3,1991,1992,,,1991.0,1992.0,1991.0,1992.0,378.5907687359358,37.86594827298433,2677.771469072703
BRAMPTON MOE,ONTARIO,6150916,4876,,,43.67,-79.7,434000000,-794200000,182.9,1962,1993,,,1962.0,1993.0,1963.0,1993.0,372.0159843279628,22.82092896091573,2695.879237237837
BRODDYTOWN,ONTARIO,6150997,4879,,,43.62,-79.6,433700000,-793600000,144.8,1951,1956,,,1951.0,1956.0,1951.0,1956.0,368.33290958451573,17.023938048643945,2705.643000994632
BROUGHAM,ONTARIO,6151000,4880,,,43.92,-79.12,435500000,-790700000,198.1,1965,1975,,,1965.0,1975.0,1965.0,1975.0,317.72683067652156,34.3535664397603,2722.746738264755
BURLINGTON,ONTARIO,6151053,4882,,,43.35,-79.8,432100000,-794800000,105.2,1947,1974,,,1947.0,1974.0,1947.0,1974.0,398.8606968439063,49.55661304831052,2706.763206642731
BURLINGTON ELIZABETH GDN,ONTARIO,6151057,4884,,,43.37,-79.73,432200000,-794400000,83.8,1961,1977,,,1961.0,1977.0,1961.0,1977.0,392.978302318397,44.40847289353039,2710.5272062132894
BURNHAMTHORPE,ONTARIO,6151065,4888,,,43.62,-79.6,433700000,-793600000,144.8,1951,1955,,,1951.0,1955.0,1951.0,1955.0,368.33290958451573,17.023938048643945,2705.643000994632
CALEDON,ONTARIO,6151079,4889,,,43.87,-79.93,435200000,-795600000,384.0,1979,1980,,,1979.0,1980.0,1979.0,1980.0,376.6488136781394,45.18932288882736,2668.7856977689844
CALEDON NORTH,ONTARIO,6151080,27485,,,43.93,-79.95,435600000,-795700000,406.0,1998,2006,,,1998.0,2006.0,1998.0,2006.0,374.9383093827225,49.71226348877169,2664.1088625660686
CALEDON VILLAGE,ONTARIO,6151082,11008,,,43.85,-80.0,435100000,-800000000,423.0,1993,1995,,,1993.0,1995.0,1993.0,1995.0,382.6552757632987,49.579974242530994,2664.984382471079
CAMPBELLS CROSS,ONTARIO,6151140,4893,,,43.8,-79.87,434800000,-795200000,281.9,1951,1951,,,1951.0,1951.0,1951.0,1951.0,376.22556752526873,37.90871958675018,2676.821134471806
CAMPBELLVILLE,ONTARIO,6151141,4894,,,43.47,-79.93,432800000,-795600000,259.1,1967,1968,,,1967.0,1968.0,1967.0,1968.0,399.76087622996596,48.47206053408434,2690.9361529437915
CEDAR VALLEY,ONTARIO,6151272,4896,,,44.07,-79.37,440400000,-792200000,283.5,1971,1974,,,1971.0,1974.0,1971.0,1974.0,326.55124358275697,41.306586154290386,2697.11086121325
CHELTENHAM,ONTARIO,6151486,4899,,,43.75,-79.93,434500000,-795600000,281.9,1950,1951,,,1950.0,1951.0,1950.0,1951.0,383.1884414141835,41.46735640817136,2675.376204433949
CLAREMONT,ONTARIO,6151545,4902,,,43.95,-79.07,435700000,-790400000,175.3,1962,1991,,,1962.0,1991.0,1962.0,1991.0,312.5496435477698,39.55054774456892,2724.616356958158
CLARKSON,ONTARIO,6151548,4903,,,43.52,-79.62,433100000,-793700000,93.0,1949,1967,,,1949.0,1967.0,1949.0,1967.0,375.98286908741085,25.70299204579495,2709.808229002089
CLAREMONT FIELD CENTRE,ONTARIO,61515DE,4900,,,43.95,-79.08,435700000,-790500000,182.9,1970,1971,,,1970.0,1971.0,1970.0,1971.0,313.22735324083396,38.98201368118553,2723.9161238914044
COLD CREEK,ONTARIO,6151750,4908,,,43.92,-79.7,435500000,-794200000,251.0,1961,1991,,,1961.0,1991.0,1961.0,1991.0,357.7728899615043,33.24257259507004,2682.147295914487
COOKSVILLE,ONTARIO,6151860,4909,,,43.57,-79.55,433400000,-793300000,91.4,1962,1965,,,1962.0,1965.0,1962.0,1965.0,368.15817689769557,17.851334331184876,2711.917128551697
DRUMQUIN,ONTARIO,6152114,4915,,,43.55,-79.77,433300000,-794600000,182.9,1978,1980,,,1978.0,1980.0,1978.0,1980.0,384.0643894851503,32.79808696794795,2697.6486700646924
EDGELEY,ONTARIO,6152235,4916,,,43.78,-79.55,434700000,-793300000,167.6,1958,1960,,,1958.0,1960.0,1958.0,1960.0,355.26583753186634,13.735874507334579,2700.306435122115
ERINDALE,ONTARIO,6152335,4917,,,43.57,-79.65,433400000,-793900000,140.2,1959,1978,,,1959.0,1978.0,1959.0,1978.0,374.79603065282413,23.518023935916947,2704.92460422788
FRENCHMANS BAY,ONTARIO,6152605,4919,,,43.82,-79.08,434900000,-790500000,76.2,1959,2004,,,1959.0,2004.0,1959.0,2004.0,321.1926946873234,30.453526251729635,2731.006104506061
GEORGETOWN,ONTARIO,6152691,4922,,,43.65,-79.95,433900000,-795700000,274.3,1882,1966,,,1882.0,1966.0,1882.0,1966.0,390.2772356666728,43.10007751965435,2679.5059382297613
GEORGETOWN WWTP,ONTARIO,6152695,4923,,,43.64,-79.88,433824018,-795245018,221.0,1962,2018,,,1962.0,2018.0,1962.0,2006.0,386.06337097502575,37.69286047267701,2684.954478623786
GLEN HAFFY MONO MILLS,ONTARIO,6152833,4924,,,43.93,-79.95,435600000,-795700000,434.3,1959,2003,,,1959.0,2003.0,1959.0,2003.0,374.9383093827225,49.71226348877169,2664.1088625660686
GORMLEY ARDENLEE,ONTARIO,6152953,4928,,,43.87,-79.38,435200000,-792300000,198.1,1974,1994,,,1974.0,1994.0,1974.0,1994.0,338.37346766589735,19.16083459076476,2707.271935517476
GREEN RIVER,ONTARIO,6153011,4929,,,43.9,-79.18,435400000,-791100000,190.5,1953,1957,,,1953.0,1957.0,1953.0,1957.0,322.9849951844943,29.442020994834316,2719.63529030137
GREENWOOD MTRCA,ONTARIO,6153020,4930,,,43.9,-79.07,435400000,-790400000,128.0,1960,1993,,,1960.0,1993.0,1960.0,1993.0,315.564867949471,35.87671178034425,2727.3367727532177
HANLON,ONTARIO,6153325,4938,,,43.65,-79.67,433900000,-794000000,175.3,1950,1951,,,1950.0,1951.0,1950.0,1951.0,371.19315151441594,20.912049697773114,2699.084555978059
HEART LAKE,ONTARIO,6153410,4941,,,43.73,-79.78,434400000,-794700000,259.1,1957,1989,,,1957.0,1989.0,1957.0,1989.0,373.9471910334837,29.202909604525686,2686.9695148744654
HOLLAND LANDING,ONTARIO,6153475,4942,,,44.1,-79.48,440600000,-792900000,259.1,1964,1969,,,1964.0,1969.0,1964.0,1969.0,332.78593229457425,44.704762569309715,2687.7902742917863
HOLLAND MARSH,ONTARIO,6153477,4943,,,44.12,-79.5,440700000,-793000000,217.9,1946,1948,,,1946.0,1948.0,,,333.2020827094543,47.10677674509456,2685.3125497077654
HORNBY,ONTARIO,6153540,4944,,,43.55,-79.83,433300000,-795000000,198.1,1947,1959,,,1947.0,1959.0,1947.0,1959.0,388.09417331718777,37.05068555621077,2693.4543898062784
HORNBY,ONTARIO,6153545,4945,,,43.57,-79.85,433400000,-795100000,198.1,1967,1978,,,1967.0,1978.0,1967.0,1978.0,388.2194688933529,37.58540297208632,2690.942027249062
HORNBY TRAFALGAR TS,ONTARIO,6153552,4946,,,43.53,-79.73,433200000,-794400000,182.9,1982,2001,,,1982.0,2001.0,1982.0,2001.0,382.6410196181399,31.352096917854777,2701.5601633098368
HUTTONVILLE,ONTARIO,6153676,4947,,,43.67,-79.82,434000000,-794900000,237.7,1973,1978,,,1973.0,1978.0,1973.0,1978.0,380.19220417593965,32.42347789161311,2687.487451142694
KING CITY,ONTARIO,6154130,4951,,,43.97,-79.52,435800000,-793100000,291.4,1958,1959,,,1958.0,1959.0,1958.0,1959.0,342.443559835472,31.05885590181315,2692.024377983073
KING CITY 2,ONTARIO,6154131,4952,,,43.93,-79.52,435600000,-793100000,304.8,1979,1981,,,1979.0,1981.0,1979.0,1981.0,344.6328532886088,26.791546821711062,2694.2001087469835
KING CREEK,ONTARIO,6154135,4953,,,43.9,-79.62,435400000,-793700000,236.2,1959,1978,,,1959.0,1978.0,1959.0,1978.0,353.25981104645797,27.438134758297544,2688.836746067637
KING SMOKE TREE,ONTARIO,6154142,4954,,,44.02,-79.52,440100000,-793100000,352.0,1974,2003,,,1974.0,2003.0,1974.0,2003.0,339.76878554585807,36.45261677864862,2689.3120746026552
LAKEVIEW MOE,ONTARIO,6154310,4956,,,43.57,-79.57,433400000,-793400000,76.2,1963,1994,,,1963.0,1994.0,1963.0,1994.0,369.481608429468,18.84506889425256,2710.518559186522
LONG BRANCH,ONTARIO,6154520,4958,,,43.58,-79.55,433500000,-793300000,76.2,1951,1951,,,1951.0,1951.0,1951.0,1951.0,367.52095943595015,16.964414476800744,2711.3610307058143
MAPLE,ONTARIO,6154950,4962,,,43.87,-79.48,435200000,-792900000,244.1,1961,1990,,,1962.0,1990.0,1961.0,1989.0,345.2385900012601,19.49606418165697,2700.2729140151564
MAPLE SHERWOOD EAST,ONTARIO,6154951,4963,,,43.85,-79.52,435100000,-793100000,237.7,1961,1968,,,1961.0,1968.0,1961.0,1968.0,349.1398367047753,18.50885710895135,2698.5672171422248
MARKHAM,ONTARIO,6154987,4964,,,43.88,-79.25,435300000,-791500000,195.1,1957,1972,,,1957.0,1972.0,1957.0,1972.0,328.92420930748636,24.232291008431325,2715.8256602271404
MARKHAM 2,ONTARIO,6154988,4965,,,43.88,-79.27,435300000,-791600000,199.6,1959,1965,,,1959.0,1965.0,1959.0,1965.0,330.28298392538386,23.3611275552038,2714.4256105489426
MARKHAM MTRCA,ONTARIO,6154990,4966,,,43.87,-79.28,435200000,-791700000,167.6,1964,1979,,,1964.0,1979.0,1964.0,1979.0,331.55581539779996,21.99472637116383,2714.271595716625
MARKHAM MOE,ONTARIO,6154992,4967,,,43.87,-79.25,435200000,-791500000,175.3,1961,1980,,,1961.0,1980.0,1961.0,1980.0,329.52021897415574,23.324386619006592,2716.3716157010012
MARKHAM WATERWORKS,ONTARIO,6154994,4968,,,43.83,-79.35,435000000,-792100000,182.9,1961,1979,,,1961.0,1979.0,1961.0,1979.0,338.6896522009736,15.50482489921985,2711.559432550915
MILTON KELSO,ONTARIO,6155187,4978,,,43.5,-79.95,433000000,-795700000,243.8,1966,1987,,,1966.0,1987.0,1966.0,1987.0,399.24875236075803,48.218944009508824,2687.8592766155984
NEWMARKET,ONTARIO,6155616,4983,,,44.07,-79.43,440400000,-792600000,281.9,1871,1967,,,1871.0,1967.0,1871.0,1967.0,330.78616850149746,41.11855233678932,2692.9095533181226
NEWMARKET CHERRYWOOD,ONTARIO,6155617,4984,,,44.07,-79.47,440400000,-792800000,259.1,1972,1974,,,1972.0,1974.0,1972.0,1974.0,333.61714648621415,41.306586154290386,2690.108793726851
NEWMARKET WPCP,ONTARIO,6155619,4985,,,44.07,-79.43,440400000,-792600000,245.0,1984,1985,,,1984.0,1985.0,1984.0,1985.0,330.78616850149746,41.11855233678932,2692.9095533181226
NOBLETON,ONTARIO,6155680,44263,,,43.92,-79.6,435457072,-793558056,278.0,2005,2007,,,2005.0,2007.0,2005.0,2006.0,350.7648266225583,28.41236462415444,2689.145678316645
NORVAL,ONTARIO,6155713,4986,,,43.65,-79.85,433900000,-795100000,228.6,1969,1977,,,1969.0,1977.0,1969.0,1977.0,383.42245725745937,35.118494528806366,2686.497568201365
OAK RIDGES,ONTARIO,6155722,4987,,,43.97,-79.47,435800000,-792800000,321.6,1918,1979,,,1918.0,1979.0,1918.0,1979.0,338.94575070731906,30.267767336615922,2695.524460541763
OAKVILLE,ONTARIO,6155744,4988,,,43.42,-79.68,432500000,-794100000,83.8,1956,1971,,,1956.0,1971.0,1956.0,1971.0,386.41956205569306,37.53752841649505,2711.2105627050723
OAKVILLE STP,ONTARIO,6155746,4989,,,43.42,-79.68,432500000,-794100000,83.8,1964,1970,,,1964.0,1970.0,1964.0,1970.0,386.41956205569306,37.53752841649505,2711.2105627050723
OAKVILLE TWN,ONTARIO,6155750,45667,,,43.51,-79.69,433045000,-794124000,168.0,2007,2019,,,2007.0,2019.0,,,381.25001383636317,30.34490017745562,2705.472750753442
WHITBY MUELLER,ONTARIO,6155870,31008,,,43.9,-78.9,435400000,-785400000,120.0,2001,2006,,,2001.0,2006.0,2001.0,2006.0,304.2331112562211,47.38108288916377,2739.2404180963485
WHITBY PRINGLE CREEK,ONTARIO,6155874,27004,,,43.87,-78.93,435200000,-785600000,82.0,1994,1995,,,1994.0,1995.0,1994.0,1995.0,308.1133173148576,43.731982779350176,2738.7751846233855
OSHAWA,ONTARIO,6155875,48649,71697.0,YOO,43.92,-78.88,435522000,-785300041,139.9,2010,2019,2010.0,2019.0,2010.0,2019.0,,,301.650572047584,49.85309553234135,2739.552335602679
OSHAWA,ONTARIO,6155876,4994,,,43.9,-78.87,435400000,-785200000,112.8,1882,1959,,,1882.0,1959.0,1882.0,1959.0,302.2516708553952,49.526278621956635,2741.3412268378215
MISSISSAUGA,ONTARIO,6155BA0,4970,,,43.58,-79.62,433500000,-793700000,118.0,1979,1983,,,1979.0,1983.0,1979.0,1983.0,372.1692460013147,20.933004221226675,2706.4660449676285
OAKVILLE GERARD,ONTARIO,6155PD4,4971,,,43.43,-79.7,432541007,-794149062,92.0,1990,2006,,,1990.0,2006.0,1990.0,2006.0,387.07189833010926,37.57118252121882,2709.2516373260705
OAKVILLE GLEN ABBEY,ONTARIO,6155PM4,4972,,,43.45,-79.72,432700000,-794300000,132.0,1983,1987,,,1983.0,1987.0,1983.0,1987.0,387.0841824366708,36.861052533204834,2706.732401213829
PA ATMOS BRAMPTON,ONTARIO,6156130,52738,,A4T,43.79,-79.77,434717760,-794614760,246.0,2014,2015,2014.0,2015.0,,,,,369.8277338193756,29.912988139373372,2684.3656535617556
PA ATMOS CLAREMONT,ONTARIO,6156132,52737,,A3T,43.94,-79.08,435609800,-790505400,167.0,2014,2015,2014.0,2015.0,,,,,313.8236665710157,38.199869412489,2724.459576302019
PA ATMOS MISSISSAUGA,ONTARIO,6156135,52741,,A8T,43.53,-79.65,433147100,-793848500,141.0,2014,2015,2014.0,2015.0,,,,,377.3263537731999,26.484999625746045,2707.152962044093
PA ATMOS NORTH YORK,ONTARIO,6156136,53258,,A6T,43.75,-79.31,434517700,-791853200,178.0,2014,2015,2014.0,2015.0,,,,,340.87154419616115,10.460421848816697,2718.7493399458704
PA ATMOS NORVAL,ONTARIO,6156137,52739,,A5T,43.62,-79.84,433725600,-795021200,240.0,2014,2015,2014.0,2015.0,,,,,384.52398998338646,35.024928011675335,2688.860968747179
PA ATMOS VAUGHAN,ONTARIO,6156138,52736,,A2T,43.86,-79.54,435147700,-793228900,254.0,2014,2015,2014.0,2015.0,,,,,349.9472307427516,20.23243189980867,2696.620549716344
PA AJAX COMMUNITY CENTRE,ONTARIO,6156150,52703,,L3C,43.87,-79.04,435155800,-790209900,117.5,2014,2015,2014.0,2015.0,,,,,315.405568450806,35.95002176596738,2731.0732815970005
PA AJAX PAO TAU,ONTARIO,6156152,52705,,L3E,43.91,-79.06,435424300,-790327500,148.5,2014,2015,2014.0,2015.0,,,,,314.2838608515809,37.196705180109916,2727.4922290063732
PA AJAX VILLAGE CHRYSLER,ONTARIO,6156153,52702,,L3B,43.84,-79.03,435029700,-790130500,114.5,2014,2015,2014.0,2015.0,,,,,316.62016848129014,35.04254224406135,2733.412253389965
PA AJAX WINTERMERE SOD,ONTARIO,6156154,52704,,L3D,43.9,-79.04,435356500,-790217200,124.5,2014,2015,2014.0,2015.0,,,,,313.5528122440674,37.80168298305507,2729.4372982227574
PA AJAX WATER SUPPLY,ONTARIO,6156155,52701,,L3A,43.82,-79.01,434922000,-790025500,92.5,2014,2015,2014.0,2015.0,,,,,316.5690887436805,35.607192933008974,2735.906568452684
PA CALEDON EQUESTRIAN PARK,ONTARIO,6156156,52728,,Z1N,43.96,-79.84,435744200,-795008800,301.5,2014,2015,2014.0,2015.0,,,,,365.5669802716102,44.44987929995428,2670.1715746066566
PA DUFFERIN AND ST. CLAIR CIBC,ONTARIO,6156157,53838,,L1B,43.68,-79.44,434041500,-792634600,173.5,2015,2015,2015.0,2015.0,,,,,353.90720235657375,2.7455121463533287,2713.512568225345
PA CLAREMONT SILO FARM,ONTARIO,6156158,52706,,L3F,43.99,-79.1,435937900,-790543900,263.5,2014,2015,2014.0,2015.0,,,,,312.23669107557134,41.23593262066918,2720.344985465286
PA CONCORD RYDER,ONTARIO,6156160,52699,,L1F,43.82,-79.52,434903200,-793124200,226.5,2014,2015,2014.0,2015.0,,,,,350.8730285210179,15.576109189670033,2700.2102448509645
PA DOWNSVIEW PARK,ONTARIO,6156161,52698,,L1E,43.75,-79.48,434451800,-792847600,207.5,2014,2015,2014.0,2015.0,,,,,352.2965131519876,7.36441762301265,2706.853933359562
PA KING CITY,ONTARIO,6156162,53778,,L2D,43.96,-79.57,435750490,-793421790,366.5,2015,2018,2015.0,2018.0,2018.0,2018.0,,,346.489684468934,31.30660906197599,2689.0679706462997
PA HERSHEY CENTRE,ONTARIO,6156164,52732,,Z1W,43.63,-79.66,433757600,-793922800,203.5,2014,2015,2014.0,2015.0,,,,,371.74048290701654,20.861421876107393,2700.892353555749
PA MARKHAM NORTH TOYOTA,ONTARIO,6156165,52700,,L2F,43.82,-79.34,434901000,-792033810,187.5,2014,2015,2014.0,2015.0,,,,,338.6107062315064,14.807755441881982,2712.807034264673
PA BOUSFIELD FARMS,ONTARIO,6156166,52733,,Z2W,43.48,-79.89,432838800,-795330400,197.5,2014,2015,2014.0,2015.0,,,,,396.45875294242984,45.144975219642554,2693.17130273682
PA TORONTO NORTH YORK MOTORS,ONTARIO,6156168,52678,,L1D,43.72,-79.47,434307100,-792807400,186.5,2014,2015,2014.0,2015.0,,,,,353.44440708388873,4.6018567707540265,2709.2060754308177
PA DOWNSVIEW,ONTARIO,6156170,53760,,L2C,43.78,-79.47,434649300,-792802500,198.5,2015,2018,2015.0,2018.0,,,,,349.81861118630826,9.758572819182294,2705.9040391447334
PA ROYAL CANADIAN YACHT CLUB,ONTARIO,6156171,52618,,Z2D,43.64,-79.35,433822300,-792053700,84.5,2014,2015,2014.0,2015.0,,,,,350.4820664995749,8.735638723812622,2722.021142496477
PA SCARBOROUGH TORONTO HUNT,ONTARIO,6156172,52641,,L2A,43.68,-79.27,434100000,-791614900,133.5,2014,2015,2014.0,2015.0,,,,,342.6475398477319,12.295850816121936,2725.406432846584
PA MATTAMY ATHLETIC CENTRE,ONTARIO,6156175,52723,,Z1D,43.66,-79.38,433942720,-792248540,137.5,2014,2015,2014.0,2015.0,,,,,351.1816890701992,5.491332518117561,2718.8156714074257
PA TORONTO HYUNDAI,ONTARIO,6156177,52640,,L1C,43.7,-79.45,434156200,-792705700,186.5,2014,2015,2014.0,2015.0,,,,,353.332379670012,2.418276723411527,2711.7085257844483
PA U OF T SCARBOROUGH TENNIS CENTRE,ONTARIO,6156179,52724,,Z1E,43.78,-79.19,434648300,-791107400,116.5,2014,2015,2014.0,2015.0,,,,,331.0061648784674,20.549583151732556,2725.499086460038
PA MONOPOLY PROPERTY MANAGEMENT,ONTARIO,6156180,52725,,Z2E,43.86,-79.31,435127000,-791829600,176.5,2014,2015,2014.0,2015.0,,,,,334.18800371523497,19.86066561087958,2712.7180012869785
PA UXBRIDGE TARIS,ONTARIO,6156182,52707,,L3G,44.05,-79.12,440316000,-790655000,359.5,2014,2015,2014.0,2015.0,,,,,310.18369235760355,45.75703701190855,2715.6979718418397
PA YORK UNIVERSITY,ONTARIO,6156183,53758,,L2B,43.78,-79.51,434631200,-793035900,200.5,2015,2015,2015.0,2015.0,,,,,352.53845837822826,11.470365147438546,2703.1051811083953
PA WHITBY ABILITIES CENTRE,ONTARIO,6156184,52726,,Z4E,43.86,-78.94,435140600,-785638500,99.5,2014,2015,2014.0,2015.0,,,,,309.40838632602816,42.534058263181215,2738.6208123822685
PA ANGUS GLEN GOLF CLUB,ONTARIO,6156186,52638,,Z3E,43.91,-79.32,435429800,-791923400,230.5,2014,2015,2014.0,2015.0,,,,,331.9397828680336,24.68136141672542,2709.289350469022
PALERMO,ONTARIO,6156215,4997,,,43.42,-79.77,432500000,-794600000,155.4,1962,1967,,,1962.0,1967.0,1962.0,1967.0,392.31641877765634,42.041102052770796,2704.92096808742
PALGRAVE,ONTARIO,6156227,4998,,,43.95,-79.85,435700000,-795100000,312.7,1956,1984,,,1956.0,1984.0,1956.0,1984.0,366.7935665620568,44.362401298336934,2670.016104689335
PICKERING,ONTARIO,6156513,5001,,,43.85,-79.05,435100000,-790300000,91.4,1965,1976,,,1965.0,1976.0,1965.0,1976.0,317.31832114301545,34.133495734144454,2731.465431481127
PICKERING AUDLEY,ONTARIO,6156515,5002,,,43.9,-79.05,435400000,-790300000,109.7,1958,1985,,,1958.0,1985.0,1958.0,1985.0,314.2229289371973,37.15367736920976,2728.7371173705296
PICKERING DUNBARTON,ONTARIO,6156516,5003,,,43.83,-79.12,435000000,-790700000,107.0,1986,1990,,,1986.0,1990.0,1986.0,1989.0,323.2238089182803,28.145515449291505,2727.6586036904405
PICKERING FIRE HALL #5,ONTARIO,6156518,5004,,,43.83,-79.08,435000000,-790500000,83.8,1973,1974,,,1973.0,1974.0,1973.0,1974.0,320.56391624095085,30.954075907588482,2730.458794974589
PINE GROVE,ONTARIO,6156545,5007,,,43.8,-79.58,434800000,-793500000,182.9,1957,1996,,,1957.0,1996.0,1957.0,1996.0,356.1500496108432,17.01518895695384,2697.108978107127
PORT CREDIT,ONTARIO,6156609,5008,,,43.57,-79.62,433400000,-793700000,99.1,1871,1959,,,1871.0,1959.0,1871.0,1959.0,372.7992903309151,21.65858612682628,2707.0222765391445
